id,source,target,status_code,owner_layer,source_type,editable,rule_type,notes_reason,active,created_at,updated_at,backing_type,backing_ref,read_only_reason,match_type,priority
11c43961-5f46-4f8a-9b5e-8bd919acc18a,/themes,,410,redirects_table,taxonomy_route_policy,false,Taxonomy policy,Taxonomy route policy (gone_410),true,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00,table_backed,redirects:11c43961-5f46-4f8a-9b5e-8bd919acc18a,Owned by taxonomy policy; edit at the policy source of truth.,exact,300
1f237bc4-54bb-411a-8f7a-22af88a0b34f,/themes/conspiracies-cover-ups,,410,redirects_table,taxonomy_route_policy,false,Taxonomy policy,Taxonomy route policy (gone_410),true,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00,table_backed,redirects:1f237bc4-54bb-411a-8f7a-22af88a0b34f,Owned by taxonomy policy; edit at the policy source of truth.,exact,300
894c2753-4189-4ac3-9673-0261915db090,/themes/cults,/topics/cults-belief-moral-panics,301,redirects_table,taxonomy_route_policy,false,Taxonomy policy,Taxonomy route policy (redirect_301),true,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00,table_backed,redirects:894c2753-4189-4ac3-9673-0261915db090,Owned by taxonomy policy; edit at the policy source of truth.,exact,300
ac09adab-516b-4001-bfc8-a3e0a12c1da4,/themes/disappearances,/topics/true-crime,301,redirects_table,taxonomy_route_policy,false,Taxonomy policy,Taxonomy route policy (redirect_301),true,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00,table_backed,redirects:ac09adab-516b-4001-bfc8-a3e0a12c1da4,Owned by taxonomy policy; edit at the policy source of truth.,exact,300
80101ac4-e30e-4bb1-a9b8-1527ec717e7f,/themes/hoaxes,/topics/scams-hoaxes-cons,301,redirects_table,taxonomy_route_policy,false,Taxonomy policy,Taxonomy route policy (redirect_301),true,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00,table_backed,redirects:80101ac4-e30e-4bb1-a9b8-1527ec717e7f,Owned by taxonomy policy; edit at the policy source of truth.,exact,300
4e65b6d0-792a-4300-876d-6dfc1c49a213,/themes/kidnappings,/topics/true-crime,301,redirects_table,taxonomy_route_policy,false,Taxonomy policy,Taxonomy route policy (redirect_301),true,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00,table_backed,redirects:4e65b6d0-792a-4300-876d-6dfc1c49a213,Owned by taxonomy policy; edit at the policy source of truth.,exact,300
aa8b9020-a6a3-48e8-bf52-c59b84005f70,/themes/media-frenzy,,410,redirects_table,taxonomy_route_policy,false,Taxonomy policy,Taxonomy route policy (gone_410),true,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00,table_backed,redirects:aa8b9020-a6a3-48e8-bf52-c59b84005f70,Owned by taxonomy policy; edit at the policy source of truth.,exact,300
841263c5-f93f-4fe7-a9ea-7e88fbb318f9,/themes/murders,/topics/true-crime,301,redirects_table,taxonomy_route_policy,false,Taxonomy policy,Taxonomy route policy (redirect_301),true,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00,table_backed,redirects:841263c5-f93f-4fe7-a9ea-7e88fbb318f9,Owned by taxonomy policy; edit at the policy source of truth.,exact,300
d48bc503-a3c9-4a6e-8485-0efdf21440f4,/themes/scams-frauds,/topics/scams-hoaxes-cons,301,redirects_table,taxonomy_route_policy,false,Taxonomy policy,Taxonomy route policy (redirect_301),true,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00,table_backed,redirects:d48bc503-a3c9-4a6e-8485-0efdf21440f4,Owned by taxonomy policy; edit at the policy source of truth.,exact,300
bd95c2d8-1f62-482c-af68-dbe3b2a5d2cb,/themes/scandals,,410,redirects_table,taxonomy_route_policy,false,Taxonomy policy,Taxonomy route policy (gone_410),true,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00,table_backed,redirects:bd95c2d8-1f62-482c-af68-dbe3b2a5d2cb,Owned by taxonomy policy; edit at the policy source of truth.,exact,300
