id,source_path,target_url,status_code,match_type,is_active,priority,notes,source_type,source_ref,created_at,updated_at
298e1e25-cfca-4336-a031-314881cc2752,/blog/topic/scams-frauds,/topics/scams-hoaxes-cons,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/blog/topic/scams-frauds,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
c050abc6-ef9e-48d8-9b4e-96fa427bf8cd,/blog/topic/scandals,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/blog/topic/scandals,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
684b836d-13c0-48b6-b8da-eb330ebc59ff,/blog/topic/serial-killers,/topics/true-crime,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/blog/topic/serial-killers,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
3d4f835f-eabc-4602-870c-563ba418696a,/blog/topic/survival-against-the-odds,/topics/disasters-survival,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/blog/topic/survival-against-the-odds,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
a0e90e7d-a467-4ce3-87f0-85c1c801da96,/blog/topic/top-episodes,/episodes,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/blog/topic/top-episodes,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
32451a7c-a596-4418-ad02-eadd59da2456,/blog/topic/unsolved-mysteries,/topics/mysteries-unexplained,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/blog/topic/unsolved-mysteries,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
d9ae1d29-849a-4eb9-a77a-9ae874bc2dd7,/blog/topic/wrongful-convictions,/topics/true-crime,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/blog/topic/wrongful-convictions,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
54a86a16-8536-46e7-a4be-9319a0149da2,/cases,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/cases,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
2850c9ec-2d3d-4413-856c-81c8d28ad770,/collections/american-cases,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/collections/american-cases,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
3aad9f3b-6abe-442c-b332-733032c0c317,/collections/frauds-hoaxes-cons,/topics/scams-hoaxes-cons,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/collections/frauds-hoaxes-cons,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
6b5e2327-96cd-434b-bec5-2eb15936b7b7,/collections/international-cases,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/collections/international-cases,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
12e5986c-6f37-4318-af14-77a21aa028a4,/collections/music-fame-pop-culture,/topics/pop-culture-entertainment,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/collections/music-fame-pop-culture,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
ff7b43b9-7197-470f-afec-a7316967ff91,/collections/survival-stories,/topics/disasters-survival,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/collections/survival-stories,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
4e41cea7-3f25-4cc4-97b6-737d79c93152,/contact,/connect,301,exact,true,100,GPT recommends,manual,,2026-03-06T01:24:34.046211+00:00,2026-03-06T01:24:34.046211+00:00
5054dd1e-9a46-4255-bb41-51f44227b8c4,/dirty-pops-lou-pearlman-boy-bands-and-big-scams,/episodes/lou-pearlman-boy-bands-big-lies-and-bigger-scams,301,exact,true,100,broken link,manual,,2026-03-18T00:35:29.057977+00:00,2026-03-18T00:35:29.057977+00:00
4f76d51a-bcc8-4768-89f9-89e866d4dadd,/episode/nutty-putty-cave-the-john-edward-jones-story-that-haunts-cavers-to-this-day,/episodes/nutty-putty-cave-the-john-edward-jones-story-that-haunts-cavers-to-this-day,301,exact,true,100,Old website URL migration,manual,,2026-03-05T07:46:26.47304+00:00,2026-03-07T22:35:51.826853+00:00
5f67c8f9-00ae-4417-bb73-e756de567221,/episodes/dirty-pops-lou-pearlman-boy-bands-and-big-scams,/episodes/lou-pearlman-boy-bands-big-lies-and-bigger-scams,301,exact,true,100,broken link,manual,,2026-03-18T00:41:49.295915+00:00,2026-03-18T00:41:49.295915+00:00
aafafa89-a36d-4134-8110-662ba4ab0a54,/episodes/oceangate-titan-disaster-a-billionaires-dive-into-hubris-history-and-horror,/episodes/oceangate-titan-disaster-a-billionaire-s-dive-into-hubris-history-and-horror,301,exact,true,100,,manual,,2026-03-18T19:57:12.242468+00:00,2026-03-18T19:57:12.242468+00:00
01317ed4-cd80-4037-a42a-20ad36b56120,/episodes/patty-hearst-from-kidnapped-heiress-to-americas-most-wanted-fugitive,/episodes/patty-hearst-from-kidnapped-heiress-to-america-s-most-wanted-fugitive,301,exact,true,100,,manual,,2026-03-18T19:57:12.45707+00:00,2026-03-18T19:57:12.45707+00:00
652a3c77-f9ce-4793-b19f-485b0d166ec2,/episodes/the-acali-experiment-science-sex-and-santiago-genovess-bizarre-human-behaviour-study,/episodes/the-acali-experiment-science-sex-and-santiago-genoves-s-bizarre-human-behaviour-study,301,exact,true,100,,manual,,2026-03-18T19:57:12.628756+00:00,2026-03-18T19:57:12.628756+00:00
90b7f45f-ca2f-431a-a17f-150fbfadcfe4,/episodes/the-curse-of-the-cecil-americas-most-dangerous-hotel,/episodes/the-curse-of-the-cecil-america-s-most-dangerous-hotel,301,exact,true,100,,manual,,2026-03-18T19:57:12.810407+00:00,2026-03-18T19:57:12.810407+00:00
afcf49d2-05a0-4bf6-9821-a09a97559d5d,/events,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/events,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
80bbb07a-8c5a-459a-8707-e8f4b40ec9ba,/home2,/,301,exact,true,100,Post-cleanup focused batch 2026-03-18 (restore),manual,,2026-03-18T19:44:44.296306+00:00,2026-03-18T19:44:44.296306+00:00
bd07602b-387b-4272-b34f-06a3aece5efa,/kyle-risi,/author/kyle-risi,301,exact,true,100,Old to new,manual,,2026-03-13T08:08:15.534405+00:00,2026-03-13T08:08:15.534405+00:00
7fb0bbe8-b493-4979-9a8d-be20d833ac9f,/people,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/people,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
160fb1d5-8912-4fbe-9020-1f9755d7b420,/podcast/the-compendium-of-fascinating-things,/,301,exact,true,100,Post-cleanup focused batch 2026-03-18 (restore),manual,,2026-03-18T19:44:44.296306+00:00,2026-03-18T19:44:44.296306+00:00
0ecff1b3-f92d-4d85-aa32-7fbeccbeee0a,/podcast/the-compendium-of-fascinating-things-patreon,,410,exact,true,100,Post-cleanup focused batch 2026-03-18 (retire),manual,,2026-03-18T19:44:44.296306+00:00,2026-03-18T19:44:44.296306+00:00
243fdcf2-5ea6-44fb-9736-3ce8a68e3d5b,/podcast/the-compendium-of-fascinating-things/season/2,,410,exact,true,100,Post-cleanup focused batch 2026-03-18 (retire),manual,,2026-03-18T19:44:44.296306+00:00,2026-03-18T19:44:44.296306+00:00
77ec9927-4639-4cc2-a1d8-c5ed6d6a46b6,/press-kit,/connect/press-kit,301,exact,true,100,Old to new url,manual,,2026-03-05T00:36:25.314552+00:00,2026-03-05T23:43:55.623798+00:00
639c3bd0-5ab3-4891-be04-135d08c6125b,/pressandmedia,/connect/press-kit,301,exact,true,100,Old to new,manual,,2026-03-05T23:45:35.451796+00:00,2026-03-05T23:45:35.451796+00:00
4d86499b-5505-4dc1-91b2-87a940f5cbb3,/series,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/series,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
e56f92f3-98d2-4aa2-a04e-cac5069c18b2,/series/amanda-knox-meredith-kercher,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/series/amanda-knox-meredith-kercher,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
45329978-fe96-4088-ad99-5703685e8377,/series/emanuela-orlandi,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/series/emanuela-orlandi,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
2a4d6729-0776-4cc6-a028-0c893c5b3f9d,/series/princess-diana,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/series/princess-diana,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
69f381bd-bc31-477c-afcb-e72464d6cd94,/series/titanic,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/series/titanic,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
11c43961-5f46-4f8a-9b5e-8bd919acc18a,/themes,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/themes,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
1f237bc4-54bb-411a-8f7a-22af88a0b34f,/themes/conspiracies-cover-ups,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/themes/conspiracies-cover-ups,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
894c2753-4189-4ac3-9673-0261915db090,/themes/cults,/topics/cults-belief-moral-panics,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/themes/cults,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
ac09adab-516b-4001-bfc8-a3e0a12c1da4,/themes/disappearances,/topics/true-crime,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/themes/disappearances,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
80101ac4-e30e-4bb1-a9b8-1527ec717e7f,/themes/hoaxes,/topics/scams-hoaxes-cons,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/themes/hoaxes,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
4e65b6d0-792a-4300-876d-6dfc1c49a213,/themes/kidnappings,/topics/true-crime,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/themes/kidnappings,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
aa8b9020-a6a3-48e8-bf52-c59b84005f70,/themes/media-frenzy,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/themes/media-frenzy,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
841263c5-f93f-4fe7-a9ea-7e88fbb318f9,/themes/murders,/topics/true-crime,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/themes/murders,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
d48bc503-a3c9-4a6e-8485-0efdf21440f4,/themes/scams-frauds,/topics/scams-hoaxes-cons,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/themes/scams-frauds,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
bd95c2d8-1f62-482c-af68-dbe3b2a5d2cb,/themes/scandals,,410,exact,true,300,Taxonomy route policy (gone_410),taxonomy_route_policy,/themes/scandals,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
4f26d45a-e7b6-453c-9d63-cbd3565283a8,/themes/serial-killers,/topics/true-crime,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/themes/serial-killers,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
e5aa534e-1c9f-4179-84a0-38da8d371d64,/themes/survival-against-the-odds,/topics/disasters-survival,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/themes/survival-against-the-odds,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
00112f16-f2db-4599-9673-8e4ae9a66e39,/themes/unsolved-mysteries,/topics/mysteries-unexplained,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/themes/unsolved-mysteries,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
010a2e90-c10a-4142-9537-8a6077037bae,/themes/wrongful-convictions,/topics/true-crime,301,exact,true,300,Taxonomy route policy (redirect_301),taxonomy_route_policy,/themes/wrongful-convictions,2026-03-15T11:00:21.034171+00:00,2026-03-15T14:11:18.271875+00:00
87790aca-4d82-481e-ac64-a6e041be9fcf,/video/milli-vanilli-the-real-story-behind-greatest-lip-sync-scandal-in-music-history,/episodes/milli-vanilli-the-real-story-behind-greatest-lip-sync-scandal-in-music-history,301,exact,true,100,Post-cleanup focused batch 2026-03-18 (restore),manual,,2026-03-18T19:44:44.296306+00:00,2026-03-18T19:44:44.296306+00:00
223368c9-91c2-4115-8b1b-5f29112d5794,/video/the-1989-oscars-a-night-hollywood-wants-you-to-forget,/episodes/the-61st-academy-awards-the-worst-oscars-ceremony-ever,301,exact,true,100,Post-cleanup focused batch 2026-03-18 (restore),manual,,2026-03-18T19:44:44.296306+00:00,2026-03-18T19:44:44.296306+00:00
21fb5504-c9e4-450b-b562-ad75edaf0244,/video/who-shot-jill-dando-the-mystery-behind-her-infamous-murder,/episodes/who-killed-jill-dando-the-mystery-behind-her-infamous-murder,301,exact,true,100,Post-cleanup focused batch 2026-03-18 (restore),manual,,2026-03-18T19:44:44.296306+00:00,2026-03-18T19:44:44.296306+00:00
