id,source_path,target_url,status_code,match_type,is_active,priority,source_type,source_ref,created_at,updated_at
d0131130-af10-47d3-ab5a-83234680dac3,/podcast/the-compendium-of-fascinating-things-patreon/episode/preview-dr-donald-cline-conceived-in-deceit-the-infamous-fertility-scandal,/episodes/dr-donald-cline-conceived-in-deceit-the-infamous-fertility-scandal,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
04481fca-4d3b-4d00-bb97-2c79072ef6c1,/podcast/the-compendium-of-fascinating-things-patreon/episode/preview-monster-of-florence-the-real-life-horror-behind-an-italian-legend,/episodes/monster-of-florence-the-real-life-horror-behind-an-italian-legend,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
c4897c85-1803-481e-9ddd-f32c06c0ffba,/podcast/the-compendium-of-fascinating-things-patreon/episode/preview-the-acali-experiment-science-sex-and-santiago-genovess-bizarre-human-behaviour-study,/episodes/the-acali-experiment-science-sex-and-santiago-genoves-s-bizarre-human-behaviour-study,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
6a6d2755-52fd-475e-a175-4fda9edb4913,/podcast/the-compendium-of-fascinating-things-patreon/episode/preview-the-mushroom-murderer-erin-pattersons-deadly-family-lunch-and-the-trial-that-shocked-the-world,/episodes/the-mushroom-murderer-erin-patterson-s-deadly-family-lunch-and-the-trial-that-shocked-the-world,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
fd6f7b43-4fd7-4837-87a2-4f25db75b679,/podcast/the-compendium-of-fascinating-things-patreon/episode/reeva-steenkamp-the-night-oscar-pistorius-pulled-the-trigger,/episodes/reeva-steenkamp-the-night-oscar-pistorius-pulled-the-trigger,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
ccac5a3a-eeec-4a1c-8f9c-7cebc1a72a0b,/podcast/the-compendium-of-fascinating-things-patreon/episode/space-cadets-how-a-british-reality-show-convinced-contestants-they-were-in-space,/episodes/space-cadets-how-a-british-reality-show-convinced-contestants-they-were-in-space,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
763acd3c-671b-4847-926c-ab66158560d4,/podcast/the-compendium-of-fascinating-things/episode/a-christmas-catastrophe-the-santa-claus-bank-robbery-blunder,/episodes/the-santa-claus-bank-robbery-blunder,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
63361fd0-2a5a-4e31-860e-3adf29db994f,/podcast/the-compendium-of-fascinating-things/episode/a-deadly-american-marriage-piecing-together-jason-corbetts-final-weeks,/episodes/a-deadly-american-marriage-piecing-together-jason-corbett-s-final-weeks,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
586b8e56-fd2c-4264-a817-6438115d812a,/podcast/the-compendium-of-fascinating-things/episode/anish-kapoor-vs-stuart-semple-the-art-worlds-pettiest-feud,/episodes/anish-kapoor-vs-stuart-semple-the-art-world-s-pettiest-feud,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
dca533a2-8611-4b74-94f5-d73203058243,/podcast/the-compendium-of-fascinating-things/episode/annabelle-at-the-winchesters-a-monster-mashup-of-two-spooky-stories,/episodes/annabelle-doll-and-the-winchester-mystery-house,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
c271d527-05a6-4158-b917-53da91d522fe,/podcast/the-compendium-of-fascinating-things/episode/belle-gibson-how-a-fake-cancer-story-created-a-wellness-empire,/episodes/belle-gibson-the-fake-cancer-survivor-who-built-a-wellness-empire,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
5d3f7857-863d-4287-bcfb-bc2a2d91340f,/podcast/the-compendium-of-fascinating-things/episode/blood-brothers-the-lyle-and-erik-menendez-story,/episodes/the-lindbergh-baby-the-kidnapping-of-americas-most-beloved-baby,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
5fdf6c92-74c6-43e1-82cd-0cc8a7f6484f,/podcast/the-compendium-of-fascinating-things/episode/cassie-chadwick-carnegies-imaginary-heir-queen-of-the-con,/episodes/cassie-chadwick-carnegie-s-imaginary-heir-queen-of-the-con,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
a04d21d2-457d-4b24-8645-2800b19f657c,/podcast/the-compendium-of-fascinating-things/episode/db-tuber-the-most-ridiculous-robbery-in-american-history,/episodes/d-b-tuber-the-most-ridiculous-robbery-in-american-history,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
bc6d3999-5c2f-4e1b-93fd-35410593bc25,/podcast/the-compendium-of-fascinating-things/episode/ed-gein-monster-murderer-and-the-real-story-behind-hollywoods-nightmares,/episodes/ed-gein-monster-murderer-and-the-real-story-behind-hollywood-s-nightmares,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
23f52946-8204-47c8-a0ca-ec98e8417e29,/podcast/the-compendium-of-fascinating-things/episode/elizabeth-holmes-silicon-valleys-greatest-fraud,/episodes/elizabeth-holmes-silicon-valley-s-greatest-fraud,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
922d22a2-4d9b-449a-ac13-94a9fe23a177,/podcast/the-compendium-of-fascinating-things/episode/gabby-petito-a-van-life-dream-that-ended-in-tragedy,/episodes/gabby-petito-the-van-life-dream-that-ended-in-tragedy,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
5c9c1f0e-ca7d-4cd8-a2c6-869d45dd7326,/podcast/the-compendium-of-fascinating-things/episode/gunthers-millions-the-unbelievable-story-and-scam-behind-the-worlds-richest-dog,/episodes/gunther-s-millions-the-unbelievable-story-and-scam-behind-the-world-s-richest-dog,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
e11f02d3-8be0-408d-ad78-d8749cfbf129,/podcast/the-compendium-of-fascinating-things/episode/heavens-gate-cult-between-devotion-and-delusion,/episodes/heaven-s-gate-cult-between-devotion-and-delusion,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
99a202ff-3684-4f1f-afd9-fc1feadcfd91,/podcast/the-compendium-of-fascinating-things/episode/helter-skelter-how-a-beatles-song-led-to-the-manson-murders,/episodes/chaos-charles-manson-and-the-manson-murders,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
7d732ff8-e967-48d4-9e3c-f4c1e45a6038,/podcast/the-compendium-of-fascinating-things/episode/imelda-marcos-corruption-power-6000-pairs-of-shoes,/episodes/imelda-marcos-corruption-power-6-000-pairs-of-shoes,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
eedd3631-006b-4b83-bedf-deccf6ea60bd,/podcast/the-compendium-of-fascinating-things/episode/jerry-springer-behind-the-scenes-of-tvs-most-famous-fights,/episodes/jerry-springer-behind-the-scenes-of-tv-s-most-famous-fights,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
b0deda06-bbca-48bf-a50b-6a7d19df3660,/podcast/the-compendium-of-fascinating-things/episode/julie-daubigny-feminist-icon-defying-17th-century-gender-norms,/episodes/julie-d-aubigny-the-sword-fighting-opera-singing-kick-ass-feminist-of-the-17th-century,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
9ab74b7d-06f5-4018-923a-b916e636b811,/podcast/the-compendium-of-fascinating-things/episode/last-breath-the-true-story-of-chris-lemmons-near-death-experience-in-the-north-sea,/episodes/last-breath-the-true-story-of-chris-lemons-near-death-experience-in-the-north-sea,301,exact,true,100,manual,,2026-03-18T17:12:55.00375+00:00,2026-03-18T17:12:55.00375+00:00
