source_path,target_url,expected_target,status_code,match_type,priority,created_at,updated_at
/podcast/the-compendium-of-fascinating-things/episode/the-doctor-who-killed-the-chilling-true-story-of-dr-harrold-shipman-and-his-many-victims,/episodes/the-doctor-who-killed-the-chilling-true-story-of-dr-harrold-shipman-and-his-many-victims,/episodes/the-doctor-who-killed-the-chilling-true-story-of-dr-harrold-shipman-and-his-many-victims,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/the-enfield-poltergeist-haunting-on-green-street,/episodes/the-enfield-poltergeist-haunting-on-green-street,/episodes/the-enfield-poltergeist-haunting-on-green-street,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/the-exorcism-of-roland-doe-the-true-story-behind-the-exorcist,/episodes/the-exorcism-of-roland-doe-the-true-story-behind-the-exorcist,/episodes/the-exorcism-of-roland-doe-the-true-story-behind-the-exorcist,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/the-giggling-granny-nannie-doss-the-serial-killer-grandma,/episodes/the-giggling-granny-nannie-doss-the-serial-killer-grandma,/episodes/the-giggling-granny-nannie-doss-the-serial-killer-grandma,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/the-great-emu-war-of-1932-emus-soldiers-and-an-unexpected-war,/episodes/the-great-emu-war-of-1932-emus-soldiers-and-an-unexpected-war,/episodes/the-great-emu-war-of-1932-emus-soldiers-and-an-unexpected-war,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/the-hindenburg-disaster-the-fiery-end-of-the-golden-age-of-airships,/episodes/the-hindenburg-disaster-the-fiery-end-of-the-golden-age-of-airships,/episodes/the-hindenburg-disaster-the-fiery-end-of-the-golden-age-of-airships,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/the-loch-ness-monster-hoax-how-a-man-named-marmaduke-fooled-the-world,/episodes/the-loch-ness-monster-hoax-how-a-man-named-marmaduke-fooled-the-world,/episodes/the-loch-ness-monster-hoax-how-a-man-named-marmaduke-fooled-the-world,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/the-pizza-bomber-heist-the-astonishing-story-of-brian-wells-and-the-collar-bomb-conspiracy,/episodes/the-pizza-bomber-heist-the-astonishing-story-of-brian-wells-and-the-collar-bomb-conspiracy,/episodes/the-pizza-bomber-heist-the-astonishing-story-of-brian-wells-and-the-collar-bomb-conspiracy,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/the-real-life-gone-girl-denise-huskins-vallejo-kidnapping-story,/episodes/the-real-life-gone-girl-denise-huskins-vallejo-kidnapping-story,/episodes/the-real-life-gone-girl-denise-huskins-vallejo-kidnapping-story,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/the-suffolk-strangler-steve-wright-the-man-who-made-the-road-home-a-nightmare,/episodes/the-suffolk-strangler-steve-wright-the-man-who-made-the-road-home-a-nightmare,/episodes/the-suffolk-strangler-steve-wright-the-man-who-made-the-road-home-a-nightmare,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/the-titanic-part-1-the-people-the-passions-the-legend,/episodes/the-titanic-part-1-the-people-the-passions-the-legend,/episodes/the-titanic-part-1-the-people-the-passions-the-legend,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/the-titanic-part-2-the-voyage-the-iceberg-the-aftermath,/episodes/the-titanic-part-2-the-voyage-the-iceberg-the-aftermath,/episodes/the-titanic-part-2-the-voyage-the-iceberg-the-aftermath,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/tylenol-murders-a-chilling-mystery-of-poisoned-pills-and-a-vanishing-killer,/episodes/tylenol-murders-a-chilling-mystery-of-poisoned-pills-and-a-vanishing-killer,/episodes/tylenol-murders-a-chilling-mystery-of-poisoned-pills-and-a-vanishing-killer,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/village-people-disco-beats-cultural-shifts-and-gay-icons,/episodes/village-people-disco-beats-cultural-shifts-and-gay-icons,/episodes/village-people-disco-beats-cultural-shifts-and-gay-icons,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/west-memphis-three-paradise-lost-justice-lost-innocence-lost,/episodes/west-memphis-three-paradise-lost-justice-lost-innocence-lost,/episodes/west-memphis-three-paradise-lost-justice-lost-innocence-lost,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
/podcast/the-compendium-of-fascinating-things/episode/when-hippos-attack-nightmare-on-the-zambezi-and-the-miracle-paddle-that-saved-their-lives,/episodes/when-hippos-attack-nightmare-on-the-zambezi-and-the-miracle-paddle-that-saved-their-lives,/episodes/when-hippos-attack-nightmare-on-the-zambezi-and-the-miracle-paddle-that-saved-their-lives,301,exact,100,2026-03-02T18:12:22.881561+00:00,2026-03-07T22:35:51.826853+00:00
